,City,LocType,NO2,SO2,Sampling.Date,State
325,Hyderabad,Sensitive Area,15.0,4.8,2009-02-15,Andhra Pradesh
326,Hyderabad,Sensitive Area,14.5,5.0,2009-02-17,Andhra Pradesh
327,Hyderabad,Sensitive Area,15.0,5.2,2009-02-21,Andhra Pradesh
328,Hyderabad,Sensitive Area,14.5,5.1,2009-02-23,Andhra Pradesh
329,Hyderabad,Sensitive Area,15.2,4.7,2009-02-27,Andhra Pradesh
330,Hyderabad,Sensitive Area,15.0,4.6,2009-03-03,Andhra Pradesh
331,Hyderabad,Sensitive Area,15.9,4.6,2009-07-03,Andhra Pradesh
332,Hyderabad,Sensitive Area,15.1,4.7,2009-09-03,Andhra Pradesh
333,Hyderabad,Sensitive Area,15.5,4.5,2009-03-15,Andhra Pradesh
334,Hyderabad,Sensitive Area,15.6,4.5,2009-03-17,Andhra Pradesh
335,Hyderabad,Sensitive Area,15.8,4.3,2009-03-21,Andhra Pradesh
336,Hyderabad,Sensitive Area,14.5,4.6,2009-03-23,Andhra Pradesh
337,Hyderabad,Sensitive Area,15.6,4.5,2009-03-29,Andhra Pradesh
338,Hyderabad,Sensitive Area,17.4,5.2,2009-03-31,Andhra Pradesh
339,Hyderabad,Sensitive Area,15.0,4.8,2009-03-04,Andhra Pradesh
340,Hyderabad,Sensitive Area,14.9,4.9,2009-05-04,Andhra Pradesh
341,Hyderabad,Sensitive Area,15.0,4.6,2009-09-04,Andhra Pradesh
342,Hyderabad,Sensitive Area,14.8,4.9,2009-11-04,Andhra Pradesh
343,Hyderabad,Sensitive Area,15.5,4.4,2009-04-15,Andhra Pradesh
344,Hyderabad,Sensitive Area,15.3,4.4,2009-04-17,Andhra Pradesh
345,Hyderabad,Sensitive Area,15.3,5.1,2009-04-21,Andhra Pradesh
346,Hyderabad,Sensitive Area,16.7,4.5,2009-04-23,Andhra Pradesh
347,Hyderabad,Sensitive Area,15.4,4.6,2009-04-27,Andhra Pradesh
348,Hyderabad,Sensitive Area,14.5,4.9,2009-03-05,Andhra Pradesh
349,Hyderabad,Sensitive Area,14.1,4.4,2009-05-05,Andhra Pradesh
350,Hyderabad,Sensitive Area,15.4,4.5,2009-09-05,Andhra Pradesh
351,Hyderabad,Sensitive Area,15.0,4.5,2009-11-05,Andhra Pradesh
352,Hyderabad,Sensitive Area,14.9,4.4,2009-05-15,Andhra Pradesh
353,Hyderabad,Sensitive Area,15.4,4.8,2009-05-17,Andhra Pradesh
354,Hyderabad,Sensitive Area,14.5,4.6,2009-05-22,Andhra Pradesh
355,Hyderabad,Sensitive Area,15.7,4.4,2009-05-23,Andhra Pradesh
356,Hyderabad,Sensitive Area,15.1,5.0,2009-05-29,Andhra Pradesh
357,Hyderabad,Sensitive Area,14.8,4.8,2009-03-06,Andhra Pradesh
358,Hyderabad,Sensitive Area,14.5,4.6,2009-05-06,Andhra Pradesh
359,Hyderabad,Sensitive Area,14.8,4.5,2009-09-06,Andhra Pradesh
360,Hyderabad,Sensitive Area,15.5,4.5,2009-11-06,Andhra Pradesh
361,Hyderabad,Sensitive Area,14.2,4.7,2009-06-15,Andhra Pradesh
362,Hyderabad,Sensitive Area,15.1,4.4,2009-06-17,Andhra Pradesh
363,Hyderabad,Sensitive Area,14.0,4.4,2009-06-21,Andhra Pradesh
364,Hyderabad,Sensitive Area,15.2,4.4,2009-06-23,Andhra Pradesh
365,Hyderabad,Sensitive Area,15.1,4.4,2009-06-27,Andhra Pradesh
366,Hyderabad,Sensitive Area,15.2,4.5,2009-03-07,Andhra Pradesh
367,Hyderabad,Sensitive Area,14.8,4.4,2009-05-07,Andhra Pradesh
368,Hyderabad,Sensitive Area,14.8,4.4,2009-09-07,Andhra Pradesh
369,Hyderabad,Sensitive Area,14.8,4.2,2009-11-07,Andhra Pradesh
370,Hyderabad,Sensitive Area,14.6,4.4,2009-07-15,Andhra Pradesh
371,Hyderabad,Sensitive Area,14.9,4.5,2009-07-17,Andhra Pradesh
372,Hyderabad,Sensitive Area,15.1,4.5,2009-07-23,Andhra Pradesh
373,Hyderabad,Sensitive Area,15.3,4.4,2009-07-27,Andhra Pradesh
374,Hyderabad,Sensitive Area,14.8,4.5,2009-07-29,Andhra Pradesh
375,Hyderabad,Sensitive Area,15.2,4.6,2009-03-08,Andhra Pradesh
376,Hyderabad,Sensitive Area,14.6,4.9,2009-05-08,Andhra Pradesh
377,Hyderabad,Sensitive Area,15.5,4.3,2009-09-08,Andhra Pradesh
378,Hyderabad,Sensitive Area,14.1,4.3,2009-11-08,Andhra Pradesh
379,Hyderabad,Sensitive Area,14.9,4.3,2009-08-17,Andhra Pradesh
380,Hyderabad,Sensitive Area,15.1,4.2,2009-08-21,Andhra Pradesh
381,Hyderabad,Sensitive Area,14.6,4.3,2009-08-23,Andhra Pradesh
382,Hyderabad,Sensitive Area,14.6,4.3,2009-08-27,Andhra Pradesh
383,Hyderabad,Sensitive Area,14.9,4.3,2009-08-29,Andhra Pradesh
384,Hyderabad,Sensitive Area,14.5,4.3,2009-05-09,Andhra Pradesh
385,Hyderabad,Sensitive Area,15.4,4.3,2009-09-09,Andhra Pradesh
386,Hyderabad,Sensitive Area,14.3,4.3,2009-11-09,Andhra Pradesh
387,Hyderabad,Sensitive Area,14.0,4.3,2009-09-15,Andhra Pradesh
388,Hyderabad,Sensitive Area,14.1,4.5,2009-09-17,Andhra Pradesh
389,Hyderabad,Sensitive Area,14.6,4.5,2009-09-21,Andhra Pradesh
390,Hyderabad,Sensitive Area,14.5,4.3,2009-09-23,Andhra Pradesh
391,Hyderabad,Sensitive Area,14.6,4.4,2009-09-27,Andhra Pradesh
392,Hyderabad,Sensitive Area,14.6,4.4,2009-09-29,Andhra Pradesh
393,Hyderabad,Sensitive Area,14.5,4.5,2009-05-10,Andhra Pradesh
394,Hyderabad,Sensitive Area,14.0,4.3,2009-09-10,Andhra Pradesh
395,Hyderabad,Sensitive Area,14.7,4.6,2009-10-13,Andhra Pradesh
396,Hyderabad,Sensitive Area,14.2,4.3,2009-10-16,Andhra Pradesh
397,Hyderabad,Sensitive Area,31.1,18.1,2009-10-17,Andhra Pradesh
398,Hyderabad,Sensitive Area,19.1,4.8,2009-10-18,Andhra Pradesh
399,Hyderabad,Sensitive Area,14.4,4.2,2009-10-21,Andhra Pradesh
400,Hyderabad,Sensitive Area,14.8,4.8,2009-10-23,Andhra Pradesh
401,Hyderabad,Sensitive Area,14.6,4.3,2009-10-27,Andhra Pradesh
402,Hyderabad,Sensitive Area,14.0,4.4,2009-10-29,Andhra Pradesh
403,Hyderabad,Sensitive Area,15.1,4.4,2009-05-11,Andhra Pradesh
404,Hyderabad,Sensitive Area,15.2,5.1,2009-09-11,Andhra Pradesh
405,Hyderabad,Sensitive Area,15.4,4.4,2009-11-11,Andhra Pradesh
406,Hyderabad,Sensitive Area,14.9,4.3,2009-11-15,Andhra Pradesh
407,Hyderabad,Sensitive Area,14.7,4.2,2009-11-17,Andhra Pradesh
408,Hyderabad,Sensitive Area,13.8,4.6,2009-11-21,Andhra Pradesh
409,Hyderabad,Sensitive Area,14.7,4.3,2009-11-24,Andhra Pradesh
410,Hyderabad,Sensitive Area,15.1,4.9,2009-11-27,Andhra Pradesh
411,Hyderabad,Sensitive Area,16.5,4.3,2009-03-12,Andhra Pradesh
412,Hyderabad,Sensitive Area,15.3,4.1,2009-05-12,Andhra Pradesh
413,Hyderabad,Sensitive Area,14.2,4.2,2009-09-12,Andhra Pradesh
414,Hyderabad,Sensitive Area,15.7,4.3,2009-11-12,Andhra Pradesh
415,Hyderabad,Sensitive Area,16.9,4.8,2009-12-15,Andhra Pradesh
416,Hyderabad,Sensitive Area,16.4,4.5,2009-12-17,Andhra Pradesh
417,Hyderabad,Sensitive Area,16.6,4.3,2009-12-21,Andhra Pradesh
418,Hyderabad,Sensitive Area,15.2,4.9,2009-12-23,Andhra Pradesh
419,Hyderabad,Sensitive Area,16.8,4.6,2009-12-27,Andhra Pradesh
420,Hyderabad,Sensitive Area,17.9,4.2,2011-03-01,Andhra Pradesh
421,Hyderabad,Sensitive Area,16.7,4.4,2011-05-01,Andhra Pradesh
422,Hyderabad,Sensitive Area,16.4,4.2,2011-09-01,Andhra Pradesh
423,Hyderabad,Sensitive Area,18.3,4.1,2011-11-01,Andhra Pradesh
424,Hyderabad,Sensitive Area,19.3,4.2,2011-01-15,Andhra Pradesh
425,Hyderabad,Sensitive Area,17.2,4.2,2011-01-17,Andhra Pradesh
426,Hyderabad,Sensitive Area,18.1,4.1,2011-01-21,Andhra Pradesh
427,Hyderabad,Sensitive Area,18.3,4.1,2011-01-23,Andhra Pradesh
428,Hyderabad,Sensitive Area,17.5,4.7,2011-01-27,Andhra Pradesh
429,Hyderabad,Sensitive Area,16.6,4.1,2011-02-02,Andhra Pradesh
430,Hyderabad,Sensitive Area,16.3,4.2,2011-05-02,Andhra Pradesh
431,Hyderabad,Sensitive Area,16.5,4.1,2011-08-02,Andhra Pradesh
432,Hyderabad,Sensitive Area,18.2,4.2,2011-11-02,Andhra Pradesh
433,Hyderabad,Sensitive Area,15.4,4.3,2011-02-16,Andhra Pradesh
434,Hyderabad,Sensitive Area,14.8,4.4,2011-02-18,Andhra Pradesh
435,Hyderabad,Sensitive Area,15.1,4.0,2011-02-22,Andhra Pradesh
436,Hyderabad,Sensitive Area,14.6,4.3,2011-02-26,Andhra Pradesh
437,Hyderabad,Sensitive Area,16.8,4.1,2011-02-28,Andhra Pradesh
438,Hyderabad,Sensitive Area,16.1,4.1,2011-04-03,Andhra Pradesh
439,Hyderabad,Sensitive Area,17.2,4.4,2011-07-03,Andhra Pradesh
440,Hyderabad,Sensitive Area,14.9,4.2,2011-09-03,Andhra Pradesh
441,Hyderabad,Sensitive Area,15.3,4.2,2011-03-15,Andhra Pradesh
442,Hyderabad,Sensitive Area,15.4,4.2,2011-03-17,Andhra Pradesh
443,Hyderabad,Sensitive Area,16.0,4.1,2011-03-21,Andhra Pradesh
444,Hyderabad,Sensitive Area,15.0,4.3,2011-03-25,Andhra Pradesh
445,Hyderabad,Sensitive Area,17.2,4.2,2011-03-27,Andhra Pradesh
446,Hyderabad,Sensitive Area,15.6,4.1,2011-03-29,Andhra Pradesh
447,Hyderabad,Sensitive Area,15.7,4.3,2011-02-04,Andhra Pradesh
448,Hyderabad,Sensitive Area,15.5,4.3,2011-05-04,Andhra Pradesh
449,Hyderabad,Sensitive Area,15.9,11.4,2011-07-04,Andhra Pradesh
450,Hyderabad,Sensitive Area,16.3,4.2,2011-10-04,Andhra Pradesh
451,Hyderabad,Sensitive Area,16.1,4.1,2011-04-13,Andhra Pradesh
452,Hyderabad,Sensitive Area,16.1,4.2,2011-04-18,Andhra Pradesh
453,Hyderabad,Sensitive Area,16.4,4.2,2011-04-21,Andhra Pradesh
454,Hyderabad,Sensitive Area,15.6,4.2,2011-04-25,Andhra Pradesh
455,Hyderabad,Sensitive Area,17.1,4.2,2011-04-29,Andhra Pradesh
456,Hyderabad,Sensitive Area,15.9,4.2,2011-02-05,Andhra Pradesh
457,Hyderabad,Sensitive Area,20.1,4.3,2011-05-05,Andhra Pradesh
458,Hyderabad,Sensitive Area,14.7,4.5,2011-07-05,Andhra Pradesh
459,Hyderabad,Sensitive Area,16.9,4.4,2011-10-05,Andhra Pradesh
460,Hyderabad,Sensitive Area,14.0,4.2,2011-05-15,Andhra Pradesh
461,Hyderabad,Sensitive Area,15.9,4.2,2011-05-18,Andhra Pradesh
462,Hyderabad,Sensitive Area,13.3,4.2,2011-05-20,Andhra Pradesh
463,Hyderabad,Sensitive Area,15.5,4.2,2011-05-25,Andhra Pradesh
464,Hyderabad,Sensitive Area,15.3,4.2,2011-05-29,Andhra Pradesh
465,Hyderabad,Sensitive Area,15.1,4.2,2011-02-06,Andhra Pradesh
466,Hyderabad,Sensitive Area,13.7,4.2,2011-05-06,Andhra Pradesh
467,Hyderabad,Sensitive Area,14.5,4.3,2011-07-06,Andhra Pradesh
468,Hyderabad,Sensitive Area,12.8,4.3,2011-10-06,Andhra Pradesh
469,Hyderabad,Sensitive Area,15.1,4.3,2011-06-15,Andhra Pradesh
470,Hyderabad,Sensitive Area,13.7,4.2,2011-06-18,Andhra Pradesh
471,Hyderabad,Sensitive Area,15.5,4.1,2011-06-20,Andhra Pradesh
472,Hyderabad,Sensitive Area,13.2,4.4,2011-06-25,Andhra Pradesh
473,Hyderabad,Sensitive Area,11.9,4.3,2011-06-29,Andhra Pradesh
474,Hyderabad,Sensitive Area,14.6,4.4,2011-02-07,Andhra Pradesh
475,Hyderabad,Sensitive Area,13.6,4.3,2011-07-07,Andhra Pradesh
476,Hyderabad,Sensitive Area,17.4,4.3,2011-10-07,Andhra Pradesh
477,Hyderabad,Sensitive Area,13.1,4.3,2011-07-15,Andhra Pradesh
478,Hyderabad,Sensitive Area,15.0,4.2,2011-07-18,Andhra Pradesh
479,Hyderabad,Sensitive Area,13.3,4.1,2011-07-20,Andhra Pradesh
480,Hyderabad,Sensitive Area,12.8,4.2,2011-07-23,Andhra Pradesh
481,Hyderabad,Sensitive Area,12.4,4.2,2011-07-25,Andhra Pradesh
482,Hyderabad,Sensitive Area,13.1,4.1,2011-02-08,Andhra Pradesh
483,Hyderabad,Sensitive Area,11.0,4.1,2011-04-08,Andhra Pradesh
484,Hyderabad,Sensitive Area,11.8,4.2,2011-07-08,Andhra Pradesh
485,Hyderabad,Sensitive Area,13.2,4.0,2011-10-08,Andhra Pradesh
486,Hyderabad,Sensitive Area,13.5,4.3,2011-08-13,Andhra Pradesh
487,Hyderabad,Sensitive Area,12.1,4.3,2011-08-18,Andhra Pradesh
488,Hyderabad,Sensitive Area,10.6,4.3,2011-08-22,Andhra Pradesh
489,Hyderabad,Sensitive Area,13.3,4.1,2011-08-24,Andhra Pradesh
490,Hyderabad,Sensitive Area,13.4,4.1,2011-08-26,Andhra Pradesh
491,Hyderabad,Sensitive Area,12.6,4.1,2011-03-09,Andhra Pradesh
492,Hyderabad,Sensitive Area,11.6,4.1,2011-06-09,Andhra Pradesh
493,Hyderabad,Sensitive Area,12.8,4.1,2011-09-09,Andhra Pradesh
494,Hyderabad,Sensitive Area,12.5,4.1,2011-09-14,Andhra Pradesh
495,Hyderabad,Sensitive Area,12.5,4.1,2011-09-18,Andhra Pradesh
496,Hyderabad,Sensitive Area,13.3,4.0,2011-09-22,Andhra Pradesh
497,Hyderabad,Sensitive Area,12.2,4.0,2011-09-24,Andhra Pradesh
498,Hyderabad,Sensitive Area,12.9,4.1,2011-09-26,Andhra Pradesh
499,Hyderabad,Sensitive Area,12.4,4.1,2011-09-30,Andhra Pradesh
500,Hyderabad,Sensitive Area,12.1,3.75,2011-03-10,Andhra Pradesh
501,Hyderabad,Sensitive Area,25.3,4.2,2011-05-10,Andhra Pradesh
502,Hyderabad,Sensitive Area,25.2,3.8,2011-07-10,Andhra Pradesh
503,Hyderabad,Sensitive Area,21.65,3.75,2011-09-10,Andhra Pradesh
504,Hyderabad,Sensitive Area,14.2,4.05,2011-10-14,Andhra Pradesh
505,Hyderabad,Sensitive Area,13.2,4.449999999999999,2011-10-19,Andhra Pradesh
506,Hyderabad,Sensitive Area,15.5,4.4,2011-10-22,Andhra Pradesh
507,Hyderabad,Sensitive Area,14.5,4.0,2011-10-26,Andhra Pradesh
508,Hyderabad,Sensitive Area,12.6,4.6,2011-10-27,Andhra Pradesh
509,Hyderabad,Sensitive Area,12.8,3.9499999999999997,2011-10-31,Andhra Pradesh
510,Hyderabad,Sensitive Area,13.5,4.0,2011-02-11,Andhra Pradesh
511,Hyderabad,Sensitive Area,14.1,4.4,2011-04-11,Andhra Pradesh
512,Hyderabad,Sensitive Area,14.7,4.2,2011-07-11,Andhra Pradesh
513,Hyderabad,Sensitive Area,15.3,4.0,2011-10-11,Andhra Pradesh
514,Hyderabad,Sensitive Area,16.9,4.1,2011-11-14,Andhra Pradesh
515,Hyderabad,Sensitive Area,18.2,4.2,2011-11-18,Andhra Pradesh
516,Hyderabad,Sensitive Area,334.9,4.1,2011-11-22,Andhra Pradesh
517,Hyderabad,Sensitive Area,18.3,4.4,2011-11-26,Andhra Pradesh
518,Hyderabad,Sensitive Area,23.3,4.0,2011-11-30,Andhra Pradesh
519,Hyderabad,Sensitive Area,13.3,4.2,2011-02-12,Andhra Pradesh
520,Hyderabad,Sensitive Area,19.3,4.1,2011-05-12,Andhra Pradesh
521,Hyderabad,Sensitive Area,11.8,4.3,2011-08-12,Andhra Pradesh
522,Hyderabad,Sensitive Area,13.3,3.6,2011-11-12,Andhra Pradesh
523,Hyderabad,Sensitive Area,15.5,4.1,2011-12-16,Andhra Pradesh
524,Hyderabad,Sensitive Area,16.6,4.1,2011-12-20,Andhra Pradesh
525,Hyderabad,Sensitive Area,24.5,4.3,2011-12-22,Andhra Pradesh
526,Hyderabad,Sensitive Area,21.3,4.2,2011-12-24,Andhra Pradesh
527,Hyderabad,Sensitive Area,21.5,4.3,2011-12-28,Andhra Pradesh
528,Hyderabad,Sensitive Area,14.0,4.0,2013-01-18,Andhra Pradesh
529,Hyderabad,Sensitive Area,18.0,4.0,2013-01-21,Andhra Pradesh
530,Hyderabad,Sensitive Area,16.0,4.0,2013-01-24,Andhra Pradesh
531,Hyderabad,Sensitive Area,15.0,4.0,2013-01-28,Andhra Pradesh
532,Hyderabad,Sensitive Area,16.0,4.0,2013-02-14,Andhra Pradesh
533,Hyderabad,Sensitive Area,13.0,4.0,2013-02-16,Andhra Pradesh
534,Hyderabad,Sensitive Area,15.0,4.0,2013-02-18,Andhra Pradesh
535,Hyderabad,Sensitive Area,15.0,4.0,2013-02-20,Andhra Pradesh
536,Hyderabad,Sensitive Area,13.0,4.0,2013-02-22,Andhra Pradesh
537,Hyderabad,Sensitive Area,17.0,4.0,2013-02-26,Andhra Pradesh
538,Hyderabad,Sensitive Area,16.0,4.0,2013-03-18,Andhra Pradesh
539,Hyderabad,Sensitive Area,16.0,4.0,2013-03-21,Andhra Pradesh
540,Hyderabad,Sensitive Area,16.0,4.0,2013-03-23,Andhra Pradesh
541,Hyderabad,Sensitive Area,17.0,4.0,2013-03-26,Andhra Pradesh
542,Hyderabad,Sensitive Area,15.0,4.0,2013-03-28,Andhra Pradesh
543,Hyderabad,Sensitive Area,20.0,4.0,2013-04-18,Andhra Pradesh
544,Hyderabad,Sensitive Area,16.0,4.0,2013-04-20,Andhra Pradesh
545,Hyderabad,Sensitive Area,12.0,4.0,2013-04-23,Andhra Pradesh
546,Hyderabad,Sensitive Area,14.0,4.0,2013-04-26,Andhra Pradesh
547,Hyderabad,Sensitive Area,17.0,4.0,2013-04-28,Andhra Pradesh
548,Hyderabad,Sensitive Area,16.0,4.0,2013-05-18,Andhra Pradesh
549,Hyderabad,Sensitive Area,34.0,4.0,2013-05-21,Andhra Pradesh
550,Hyderabad,Sensitive Area,16.0,4.0,2013-05-23,Andhra Pradesh
551,Hyderabad,Sensitive Area,17.0,4.0,2013-05-26,Andhra Pradesh
552,Hyderabad,Sensitive Area,14.0,4.0,2013-05-29,Andhra Pradesh
553,Hyderabad,Sensitive Area,11.0,4.0,2013-06-18,Andhra Pradesh
554,Hyderabad,Sensitive Area,12.0,4.0,2013-06-20,Andhra Pradesh
555,Hyderabad,Sensitive Area,12.0,4.0,2013-06-23,Andhra Pradesh
556,Hyderabad,Sensitive Area,10.0,4.0,2013-06-26,Andhra Pradesh
557,Hyderabad,Sensitive Area,12.0,4.0,2013-06-28,Andhra Pradesh
558,Hyderabad,Sensitive Area,10.0,4.0,2013-07-18,Andhra Pradesh
559,Hyderabad,Sensitive Area,11.0,4.0,2013-07-20,Andhra Pradesh
560,Hyderabad,Sensitive Area,12.0,4.0,2013-07-23,Andhra Pradesh
561,Hyderabad,Sensitive Area,15.0,4.0,2013-07-26,Andhra Pradesh
562,Hyderabad,Sensitive Area,10.0,4.0,2013-07-28,Andhra Pradesh
563,Hyderabad,Sensitive Area,11.0,4.0,2013-08-18,Andhra Pradesh
564,Hyderabad,Sensitive Area,13.0,4.0,2013-08-20,Andhra Pradesh
565,Hyderabad,Sensitive Area,14.0,4.0,2013-08-23,Andhra Pradesh
566,Hyderabad,Sensitive Area,13.0,4.0,2013-08-26,Andhra Pradesh
567,Hyderabad,Sensitive Area,15.0,4.0,2013-08-28,Andhra Pradesh
568,Hyderabad,Sensitive Area,13.0,4.0,2013-09-17,Andhra Pradesh
569,Hyderabad,Sensitive Area,14.0,4.0,2013-09-19,Andhra Pradesh
570,Hyderabad,Sensitive Area,13.0,4.0,2013-09-22,Andhra Pradesh
571,Hyderabad,Sensitive Area,15.0,4.0,2013-09-24,Andhra Pradesh
572,Hyderabad,Sensitive Area,11.0,4.0,2013-09-27,Andhra Pradesh
573,Hyderabad,Sensitive Area,13.0,4.0,2013-10-18,Andhra Pradesh
574,Hyderabad,Sensitive Area,17.0,4.0,2013-10-20,Andhra Pradesh
575,Hyderabad,Sensitive Area,18.0,4.0,2013-10-23,Andhra Pradesh
576,Hyderabad,Sensitive Area,13.0,4.0,2013-10-26,Andhra Pradesh
577,Hyderabad,Sensitive Area,17.0,4.0,2013-10-28,Andhra Pradesh
578,Hyderabad,Sensitive Area,16.0,4.0,2013-11-16,Andhra Pradesh
579,Hyderabad,Sensitive Area,19.0,4.0,2013-11-19,Andhra Pradesh
580,Hyderabad,Sensitive Area,18.0,4.0,2013-11-21,Andhra Pradesh
581,Hyderabad,Sensitive Area,15.0,5.0,2013-11-26,Andhra Pradesh
582,Hyderabad,Sensitive Area,16.0,4.0,2013-11-29,Andhra Pradesh
583,Hyderabad,Sensitive Area,15.0,4.0,2013-12-16,Andhra Pradesh
584,Hyderabad,Sensitive Area,16.0,4.0,2013-12-19,Andhra Pradesh
585,Hyderabad,Sensitive Area,15.0,4.0,2013-12-21,Andhra Pradesh
586,Hyderabad,Sensitive Area,16.0,4.0,2013-12-26,Andhra Pradesh
587,Hyderabad,Sensitive Area,13.0,4.0,2013-12-29,Andhra Pradesh
588,Hyderabad,Sensitive Area,16.0,4.0,2013-03-01,Andhra Pradesh
589,Hyderabad,Sensitive Area,12.0,4.0,2013-06-01,Andhra Pradesh
590,Hyderabad,Sensitive Area,13.0,4.0,2013-09-01,Andhra Pradesh
591,Hyderabad,Sensitive Area,17.0,4.0,2013-11-01,Andhra Pradesh
592,Hyderabad,Sensitive Area,19.0,4.0,2013-03-02,Andhra Pradesh
593,Hyderabad,Sensitive Area,13.0,4.0,2013-06-02,Andhra Pradesh
594,Hyderabad,Sensitive Area,15.0,4.0,2013-09-02,Andhra Pradesh
595,Hyderabad,Sensitive Area,19.0,5.0,2013-03-03,Andhra Pradesh
596,Hyderabad,Sensitive Area,16.0,4.0,2013-06-03,Andhra Pradesh
597,Hyderabad,Sensitive Area,15.0,4.0,2013-09-03,Andhra Pradesh
598,Hyderabad,Sensitive Area,19.0,4.0,2013-12-03,Andhra Pradesh
599,Hyderabad,Sensitive Area,18.0,4.0,2013-03-04,Andhra Pradesh
600,Hyderabad,Sensitive Area,18.0,4.0,2013-06-04,Andhra Pradesh
601,Hyderabad,Sensitive Area,18.0,4.0,2013-08-04,Andhra Pradesh
602,Hyderabad,Sensitive Area,17.0,4.0,2013-12-04,Andhra Pradesh
603,Hyderabad,Sensitive Area,37.0,4.0,2013-03-05,Andhra Pradesh
604,Hyderabad,Sensitive Area,15.0,4.0,2013-03-06,Andhra Pradesh
605,Hyderabad,Sensitive Area,16.0,4.0,2013-06-06,Andhra Pradesh
606,Hyderabad,Sensitive Area,14.0,4.0,2013-08-06,Andhra Pradesh
607,Hyderabad,Sensitive Area,13.0,4.0,2013-12-06,Andhra Pradesh
608,Hyderabad,Sensitive Area,14.0,4.0,2013-03-07,Andhra Pradesh
609,Hyderabad,Sensitive Area,11.0,4.0,2013-06-07,Andhra Pradesh
610,Hyderabad,Sensitive Area,11.0,4.0,2013-08-07,Andhra Pradesh
611,Hyderabad,Sensitive Area,12.0,4.0,2013-12-07,Andhra Pradesh
612,Hyderabad,Sensitive Area,11.0,4.0,2013-03-08,Andhra Pradesh
613,Hyderabad,Sensitive Area,10.0,4.0,2013-06-08,Andhra Pradesh
614,Hyderabad,Sensitive Area,10.0,4.0,2013-08-08,Andhra Pradesh
615,Hyderabad,Sensitive Area,12.0,4.0,2013-12-08,Andhra Pradesh
616,Hyderabad,Sensitive Area,10.0,4.0,2013-03-09,Andhra Pradesh
617,Hyderabad,Sensitive Area,13.0,4.0,2013-06-09,Andhra Pradesh
618,Hyderabad,Sensitive Area,13.0,4.0,2013-08-09,Andhra Pradesh
619,Hyderabad,Sensitive Area,13.0,4.0,2013-12-09,Andhra Pradesh
620,Hyderabad,Sensitive Area,10.0,4.0,2013-03-10,Andhra Pradesh
621,Hyderabad,Sensitive Area,11.0,4.0,2013-06-10,Andhra Pradesh
622,Hyderabad,Sensitive Area,12.0,4.0,2013-08-10,Andhra Pradesh
623,Hyderabad,Sensitive Area,14.0,4.0,2013-12-10,Andhra Pradesh
624,Hyderabad,Sensitive Area,13.0,5.0,2013-03-11,Andhra Pradesh
625,Hyderabad,Sensitive Area,13.0,4.0,2013-06-11,Andhra Pradesh
626,Hyderabad,Sensitive Area,18.0,4.0,2013-09-11,Andhra Pradesh
627,Hyderabad,Sensitive Area,14.0,4.0,2013-12-11,Andhra Pradesh
628,Hyderabad,Sensitive Area,15.0,4.0,2013-03-12,Andhra Pradesh
629,Hyderabad,Sensitive Area,16.0,4.0,2013-06-12,Andhra Pradesh
630,Hyderabad,Sensitive Area,14.0,4.0,2013-09-12,Andhra Pradesh
631,Hyderabad,Sensitive Area,15.0,4.0,2013-12-12,Andhra Pradesh
632,Hyderabad,Sensitive Area,17.0,4.0,2014-03-01,Telangana
633,Hyderabad,Sensitive Area,15.0,4.0,2014-06-01,Telangana
634,Hyderabad,Sensitive Area,16.0,4.0,2014-09-01,Telangana
635,Hyderabad,Sensitive Area,14.0,4.0,2014-12-01,Telangana
636,Hyderabad,Sensitive Area,15.0,4.0,2014-01-16,Telangana
637,Hyderabad,Sensitive Area,14.0,4.0,2014-01-19,Telangana
638,Hyderabad,Sensitive Area,15.0,4.0,2014-01-21,Telangana
639,Hyderabad,Sensitive Area,14.0,4.0,2014-01-25,Telangana
640,Hyderabad,Sensitive Area,14.0,4.0,2014-01-29,Telangana
641,Hyderabad,Sensitive Area,16.0,4.0,2014-03-02,Telangana
642,Hyderabad,Sensitive Area,16.0,4.0,2014-06-02,Telangana
643,Hyderabad,Sensitive Area,15.0,4.0,2014-09-02,Telangana
644,Hyderabad,Sensitive Area,18.0,4.0,2014-11-02,Telangana
645,Hyderabad,Sensitive Area,19.0,4.0,2014-02-17,Telangana
646,Hyderabad,Sensitive Area,17.0,4.0,2014-02-20,Telangana
647,Hyderabad,Sensitive Area,17.0,4.0,2014-02-22,Telangana
648,Hyderabad,Sensitive Area,16.0,4.0,2014-02-24,Telangana
649,Hyderabad,Sensitive Area,15.0,4.0,2014-02-26,Telangana
650,Hyderabad,Sensitive Area,15.0,4.0,2014-03-03,Telangana
651,Hyderabad,Sensitive Area,20.0,5.0,2014-06-03,Telangana
652,Hyderabad,Sensitive Area,19.0,4.0,2014-09-03,Telangana
653,Hyderabad,Sensitive Area,16.0,4.0,2014-11-03,Telangana
654,Hyderabad,Sensitive Area,14.0,4.0,2014-03-15,Telangana
655,Hyderabad,Sensitive Area,18.0,4.0,2014-03-19,Telangana
656,Hyderabad,Sensitive Area,16.0,4.0,2014-03-22,Telangana
657,Hyderabad,Sensitive Area,15.0,4.0,2014-03-25,Telangana
658,Hyderabad,Sensitive Area,12.0,4.0,2014-03-28,Telangana
659,Hyderabad,Sensitive Area,19.0,4.0,2014-06-04,Telangana
